zip,latitude,longitude,county,region,num_facilities,zip_numbeds,zip_occup_rate,zippop,zip_afam,zip_asan,zip_hispan,zip_caucasn,zip_nativ,zip_othrace,zip_pctfem,zip_pctmale,zip_CMS_overall_rating,zip_nhoverall_rating,zip_qualityoffacility_rating,zip_abuse_current,zip_abuse_previous,zip_abuse_prior,zip_abuse_tot,zip_admin_current,zip_admin_previous,zip_admin_prior,zip_admin_tot,zip_all_current,zip_all_previous,zip_all_prior,zip_all_tot,zip_env_current,zip_env_previous,zip_env_prior,zip_env_tot,zip_ls_current,zip_ls_previous,zip_ls_prior,zip_ls_tot,zip_nursing_turnover,zip_aid_hprd,zip_N2009_Abuse,zip_N2009_Admin,zip_N2009_Care,zip_N2009_Environ,zip_N2009_Nutri,zip_N2009_Rights,zip_N2009_Staff,zip_N2009_Total,zip_N2010_Abuse,zip_N2010_Admin,zip_N2010_Care,zip_N2010_Environ,zip_N2010_Nutri,zip_N2010_Rights,zip_N2010_Staff,zip_N2010_Total,zip_N2011_Abuse,zip_N2011_Admin,zip_N2011_Care,zip_N2011_Environ,zip_N2011_Nutri,zip_N2011_Rights,zip_N2011_Staff,zip_N2011_Total,zip_N2012_Abuse,zip_N2012_Admin,zip_N2012_Care,zip_N2012_Environ,zip_N2012_Nutri,zip_N2012_Rights,zip_N2012_Staff,zip_N2012_Total,zip_N2013_Abuse,zip_N2013_Admin,zip_N2013_Care,zip_N2013_Environ,zip_N2013_Nutri,zip_N2013_Rights,zip_N2013_Staff,zip_N2013_Total
92840,33.78550209600047,-117.93168860799972,Orange,Orange,2,111.5,92.5,24871,1.5,53.0,17.0,29.0,0.0,16.5,56.0,44.0,3.0,4.5,2.5,1.0,1.5,0.5,3.0,2.0,1.0,0.5,3.5,20.5,16.0,22.5,59.0,0.0,1.5,0.5,2.0,6.0,3.0,6.5,15.5,19.2,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,0.0,0.0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,2.0
92841,33.78596266700049,-117.97861901199968,Orange,Orange,1,99.0,93.0,15618,0.0,89.0,1.0,10.0,0.0,1.0,65.0,35.0,5.0,5.0,4.0,1.0,0.0,2.0,3.0,1.0,0.0,4.0,5.0,12.0,8.0,35.0,55.0,1.0,0.0,4.0,5.0,3.0,3.0,3.0,9.0,40.8,2.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92843,33.76467213900048,-117.93206662299968,Orange,Orange,3,108.3,88.7,18537,1.3,62.0,12.0,28.3,0.0,8.3,64.3,35.7,3.3,3.0,2.3,0.3,1.0,0.7,2.0,1.3,0.3,2.0,3.7,13.0,15.0,22.7,50.7,0.0,0.7,1.3,2.0,3.7,5.0,4.3,13.0,22.1,2.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,1.3
92866,33.78424204400045,-117.84611806899971,Orange,Orange,1,21.0,,8355,,,,,,,,,5.0,,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,12.0,7.0,27.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,6.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92868,33.786001772000475,-117.8759986719997,Orange,Orange,2,135.5,84.0,9895,2.0,7.5,15.5,54.5,0.0,36.0,60.0,40.0,1.0,1.0,1.0,2.0,0.5,1.0,3.5,3.5,2.5,1.5,7.5,35.0,30.5,31.0,96.5,1.0,0.5,0.5,2.0,5.0,5.5,7.0,17.5,24.9,2.1,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.5,0.5,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.5,8.0,2.0,0.0,2.0,0.0,18.0,3.0,2.5,12.0,0.0,0.0,0.5,0.0,18.0
92869,33.79196311900046,-117.79896606899968,Orange,Orange,2,86.0,85.5,21508,0.0,2.5,22.0,58.0,11.0,28.5,51.5,48.5,3.0,3.0,2.0,0.5,1.0,0.5,2.0,1.5,1.5,1.0,4.0,25.0,24.5,20.0,69.5,1.0,1.0,1.5,3.5,4.5,7.5,3.5,15.5,40.1,3.3,0.0,0.5,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,1.5,0.0,0.0,0.0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
92879,33.88023190600046,-117.5384699549997,Riverside,"Midcoast, Central & Inland",2,69.5,87.5,15786,14.5,12.0,35.0,41.0,0.0,32.5,61.0,39.0,2.5,3.0,2.5,2.0,0.0,0.5,2.5,2.0,0.5,0.5,3.0,25.0,11.5,16.5,53.0,1.0,0.0,1.0,2.0,4.0,4.0,5.0,13.0,8.1,2.1,0.0,1.0,1.0,0.5,0.0,0.0,0.0,2.5,0.5,1.5,1.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.5,0.0,0.0,1.0,0.0,5.5,5.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0
92882,33.866280093000455,-117.5921959479997,Riverside,"Midcoast, Central & Inland",1,176.0,85.0,25080,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,5.0,37.0,37.0,29.0,103.0,2.0,1.0,2.0,5.0,6.0,16.0,8.0,30.0,117.2,2.1,6.0,1.0,2.0,0.0,0.0,2.0,0.0,11.0,1.0,1.0,4.0,0.0,1.0,0.0,0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0
92886,33.88992126800048,-117.8068957049997,Orange,Orange,1,45.0,87.0,31132,0.0,8.0,0.0,92.0,0.0,0.0,71.0,29.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,18.0,20.0,23.0,61.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,15.0,57.4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,6.0
93003,34.26679401000047,-119.22540964999968,Ventura,Santa Barbara/Ventura,3,118.3,72.7,29469,0.3,1.3,9.0,94.3,0.0,4.0,71.3,28.7,4.3,4.0,3.3,1.0,1.0,0.7,2.7,0.3,1.0,0.0,1.3,13.0,16.7,15.0,44.7,1.0,0.3,0.3,1.7,4.7,6.7,6.7,18.0,126.1,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,1.0,0.0,0.0,0.0,0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.3,0.0,0.0,0.0,0.0,1.7,0.0,3.0
93010,34.22892294200045,-119.05144866499973,Ventura,Santa Barbara/Ventura,2,106.5,60.0,24983,1.0,3.5,12.5,79.0,0.0,16.5,62.0,38.0,5.0,4.5,4.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,10.0,10.5,8.0,28.5,0.5,1.0,1.0,2.5,5.0,5.0,4.0,14.0,35.8,3.0,1.5,0.5,1.5,0.0,0.0,0.0,0.0,3.5,1.0,0.0,2.5,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5,0.0,1.0,2.0,1.0,0.0,0.5,0.0,4.5
93012,34.22196224300046,-118.99052734299971,Ventura,Santa Barbara/Ventura,1,45.0,64.0,21100,0.0,0.0,0.0,100.0,0.0,0.0,53.0,47.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,102.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
93015,34.40013353900048,-118.91721840999969,Ventura,Santa Barbara/Ventura,1,99.0,83.0,6958,1.0,1.0,29.0,67.0,0.0,31.0,69.0,31.0,5.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,11.0,29.0,16.0,56.0,0.0,1.0,0.0,1.0,4.0,9.0,8.0,21.0,68.2,2.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93023,34.443262063000475,-119.2589965419997,Ventura,Santa Barbara/Ventura,3,56.0,88.0,12845,2.0,1.7,6.7,88.3,0.0,8.0,62.0,38.0,3.3,2.0,1.7,0.3,0.0,1.3,1.7,1.7,0.7,0.3,2.7,18.7,12.0,10.7,41.3,0.7,1.0,0.3,2.0,4.0,4.7,4.3,13.0,65.0,2.6,0.3,0.3,2.7,0.0,0.0,0.3,0.0,3.7,0.7,0.0,0.3,0.0,0.0,0.0,0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,0.0,4.3,0.0,0.0,0.0,0.0,5.0,4.7,2.7,4.3,0.0,0.0,0.7,0.0,12.3
93030,34.20450401100044,-119.17665868899968,Ventura,Santa Barbara/Ventura,1,99.0,91.0,19245,2.0,7.0,46.0,45.0,0.0,46.0,67.0,33.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,20.0,0.0,1.0,0.0,1.0,6.0,2.0,3.0,11.0,34.8,2.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93033,34.168010310000454,-119.1702671859997,Ventura,Santa Barbara/Ventura,2,145.5,86.5,22056,3.0,9.0,32.0,68.5,0.0,19.5,58.5,41.5,5.0,4.0,3.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,2.0,15.5,20.0,14.0,49.5,1.0,1.5,2.0,4.5,6.0,6.0,6.0,18.0,20.2,2.3,0.5,0.5,4.0,0.5,0.0,0.0,0.0,5.5,5.0,0.0,8.5,0.0,0.0,3.0,0,16.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0
93036,34.22951386300048,-119.17352593899972,Ventura,Santa Barbara/Ventura,1,82.0,93.0,15839,7.0,3.0,35.0,55.0,0.0,35.0,61.0,39.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,6.0,40.0,22.0,21.0,83.0,3.0,4.0,3.0,10.0,5.0,4.0,6.0,15.0,41.1,2.1,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,16.0,0.0,0.0,9.0,0.0,34.0
93060,34.35137388700048,-119.0743468439997,Ventura,Santa Barbara/Ventura,1,99.0,89.0,12519,1.0,0.0,43.0,56.0,0.0,43.0,62.0,38.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,8.0,20.0,18.0,46.0,0.0,2.0,1.0,3.0,1.0,6.0,6.0,13.0,51.5,2.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,3.0,4.0,7.0,0.0,0.0,4.0,0.0,18.0
93063,34.27895133500044,-118.6970960869997,Ventura,Santa Barbara/Ventura,1,99.0,89.0,29851,2.0,5.0,8.0,85.0,0.0,8.0,74.0,26.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,7.0,18.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,11.0,8.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93105,34.44032049500049,-119.7349962399997,Santa Barbara,Santa Barbara/Ventura,5,75.6,78.2,15317,0.2,1.8,8.4,95.2,0.0,2.8,71.6,28.4,4.8,4.6,4.0,0.0,0.2,0.6,0.8,0.2,0.6,0.0,0.8,8.8,12.0,8.4,29.2,0.2,1.0,0.2,1.4,5.0,4.6,5.6,15.2,21.7,2.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.8,0.0,0.0,0.0,0,1.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93108,34.43280363500048,-119.63572589899968,Santa Barbara,Santa Barbara/Ventura,1,52.0,82.0,7508,0.0,0.0,0.0,100.0,0.0,0.0,71.0,29.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,11.0,14.0,16.0,41.0,0.0,1.0,0.0,1.0,6.0,7.0,7.0,20.0,20.3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93110,34.44138067600045,-119.76407736199968,Santa Barbara,Santa Barbara/Ventura,1,156.0,73.0,9259,2.0,2.0,23.0,73.0,1.0,22.0,63.0,37.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,22.0,4.0,8.0,34.0,4.0,0.0,0.0,4.0,3.0,2.0,4.0,9.0,41.3,2.4,2.0,1.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,9.0
93111,34.44055078000048,-119.80468578299968,Santa Barbara,Santa Barbara/Ventura,2,102.5,70.0,10950,1.0,2.0,32.5,89.5,0.0,7.5,62.0,38.0,4.5,4.0,3.0,0.5,2.0,1.0,3.5,0.5,1.5,1.0,3.0,11.5,24.0,16.0,51.5,0.5,2.5,0.5,3.5,3.5,6.0,6.5,16.0,28.8,3.6,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,7.5,0.0,0.0,0.0,0.0,9.5,1.0,3.0,3.0,3.5,2.0,3.5,0.0,16.0
93203,35.195230440000444,-118.83700960899972,Kern,"Midcoast, Central & Inland",1,81.0,93.0,4016,9.0,3.0,40.0,45.0,3.0,40.0,52.0,48.0,2.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0,4.0,0.0,5.0,34.0,33.0,18.0,85.0,3.0,1.0,3.0,7.0,9.0,11.0,6.0,26.0,68.9,2.4,3.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,9.0,10.0,11.0,3.0,0.0,0.0,0,33.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0
93210,36.14731239000048,-120.35862618999971,Fresno,"Midcoast, Central & Inland",2,99.0,78.0,4920,4.0,6.0,31.0,90.0,0.0,0.0,42.0,58.0,5.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,7.5,6.5,6.5,20.5,0.0,0.0,0.5,0.5,7.0,3.5,5.5,16.0,,3.1,0.0,0.5,1.5,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0,1.5,0.0,4.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,2.0
93215,35.77431104800047,-119.24142968599972,Kern,"Midcoast, Central & Inland",3,81.7,97.0,11459,3.3,10.3,49.0,37.3,0.0,49.0,61.7,38.3,4.0,3.7,3.3,0.3,0.7,0.3,1.3,0.7,0.3,1.3,2.3,14.7,15.7,12.3,42.7,0.7,0.7,0.0,1.3,8.0,8.3,4.7,21.0,24.4,2.8,0.3,1.7,0.3,0.0,0.0,0.3,0.0,2.7,1.0,0.3,0.7,0.0,0.3,0.7,0,3.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,1.3,2.0,1.0,0.7,0.0,0.0,0.0,0.0,3.7,0.3,0.0,0.7,0.0,0.0,0.0,0.0,1.0
93230,36.33485151800045,-119.64951694699971,Kings,"Midcoast, Central & Inland",3,109.0,83.7,26181,5.7,1.7,22.0,78.0,0.0,14.7,74.7,25.3,3.7,4.0,4.0,0.3,0.0,0.3,0.7,0.0,0.0,0.7,0.7,11.0,15.0,10.3,36.3,1.3,1.3,1.3,4.0,5.3,7.3,3.7,16.3,54.9,2.6,0.3,0.0,1.7,0.0,0.0,0.7,0.0,2.7,0.0,0.0,1.3,0.0,0.0,1.0,0,2.3,0.7,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,2.3,5.3,0.0,0.0,1.7,0.0,9.3,0.0,0.0,2.0,0.3,0.7,0.7,0.0,3.7
93240,35.615892147000466,-118.4228567189997,Kern,"Midcoast, Central & Inland",1,74.0,86.0,3292,0.0,0.0,1.0,91.0,0.0,9.0,60.0,40.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,5.0,27.0,24.0,19.0,70.0,0.0,1.0,1.0,2.0,2.0,6.0,6.0,14.0,,2.3,6.0,16.0,11.0,0.0,0.0,2.0,0.0,35.0,5.0,3.0,6.0,0.0,0.0,0.0,0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,9.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,23.0
93247,36.204801158000464,-119.08748614099972,Tulare,"Midcoast, Central & Inland",1,99.0,97.0,4167,0.0,2.0,38.0,60.0,0.0,38.0,66.0,34.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,15.0,17.0,14.0,46.0,1.0,1.0,2.0,4.0,7.0,7.0,6.0,20.0,38.6,2.7,0.0,4.0,2.0,1.0,0.0,1.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,13.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,11.0
93257,36.068680825000456,-119.03286942199969,Tulare,"Midcoast, Central & Inland",6,119.2,90.2,20796,0.4,1.4,28.2,79.2,3.2,15.8,66.0,34.0,3.5,3.2,2.8,1.0,1.0,0.3,2.3,1.8,0.8,0.3,3.0,19.5,14.5,16.2,50.2,1.2,0.8,1.3,3.3,6.2,5.3,6.7,18.2,39.1,2.7,0.7,5.2,3.8,0.2,0.0,0.2,0.0,10.0,1.5,3.3,3.2,0.0,0.0,0.2,0,8.2,0.5,0.3,0.5,0.0,0.0,0.0,0.0,1.3,2.7,3.2,5.2,0.0,0.0,0.0,0.0,11.0,0.5,3.2,2.2,0.0,0.0,0.0,0.0,5.8
93263,35.498464029000445,-119.2782579519997,Kern,"Midcoast, Central & Inland",1,99.0,87.0,5686,,,,,,,,,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,22.0,10.0,27.0,59.0,0.0,0.0,1.0,1.0,9.0,5.0,8.0,22.0,53.2,2.3,2.0,8.0,3.0,0.0,0.0,0.0,0.0,13.0,11.0,4.0,8.0,0.0,0.0,0.0,0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,10.0
93274,36.205522429000496,-119.3414995069997,Tulare,"Midcoast, Central & Inland",3,98.3,91.0,22643,3.7,0.3,28.7,67.7,0.0,28.3,71.7,28.3,2.7,2.3,2.3,0.7,1.0,1.0,2.7,0.3,0.7,0.0,1.0,15.3,14.0,8.0,37.3,0.0,0.3,0.3,0.7,3.0,4.0,2.7,9.7,54.1,2.5,1.3,1.7,2.0,0.3,0.0,0.0,0.0,5.3,2.3,2.3,3.0,0.3,0.0,0.3,0,8.3,2.0,0.0,1.7,0.0,0.0,0.0,0.0,3.7,6.0,1.3,6.3,0.0,0.0,0.0,0.0,13.7,3.0,3.7,4.7,0.0,0.0,0.3,0.0,11.7
93277,36.309620071000495,-119.32186877299972,Tulare,"Midcoast, Central & Inland",4,97.8,90.5,22129,1.0,1.0,24.3,72.5,0.0,25.5,67.3,32.8,3.5,3.0,2.8,0.3,0.3,0.0,0.5,0.5,0.5,0.3,1.3,16.0,14.8,12.8,43.5,0.8,0.0,0.3,1.0,6.5,6.5,6.5,19.5,64.0,2.6,1.0,1.8,2.5,0.0,0.0,0.0,0.0,5.3,0.0,0.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,1.8,2.0,1.5,0.0,0.0,0.5,0.5,6.3,1.5,1.0,2.0,0.5,0.0,0.3,0.0,5.3
93291,36.34362408400045,-119.32716967899972,Tulare,"Midcoast, Central & Inland",1,44.0,94.0,16875,0.0,5.0,18.0,77.0,0.0,18.0,95.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,19.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,9.0,113.5,2.3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
93292,36.33210112900048,-119.26084751499968,Tulare,"Midcoast, Central & Inland",1,176.0,91.0,15140,3.0,2.0,26.0,67.0,1.0,27.0,64.0,36.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,12.0,16.0,46.0,1.0,1.0,1.0,3.0,9.0,7.0,5.0,21.0,65.5,2.6,1.0,2.0,4.0,0.0,0.0,3.0,0.0,10.0,0.0,1.0,2.0,0.0,0.0,2.0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
93301,35.383290968000495,-119.01863952799971,Kern,"Midcoast, Central & Inland",2,124.5,77.0,5369,9.0,4.0,16.0,67.0,0.0,20.0,56.0,44.0,1.5,1.5,1.5,2.5,1.0,1.0,4.5,1.5,1.0,1.0,3.5,31.0,19.5,32.5,83.0,0.5,0.5,1.5,2.5,9.5,5.0,12.0,26.5,124.2,2.3,5.0,6.5,3.5,1.0,0.0,0.0,0.0,16.0,3.0,5.0,6.0,1.0,0.0,0.0,0,15.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,10.0,1.5,0.0,0.0,0.0,19.5,4.0,5.0,6.0,1.5,0.0,0.5,0.0,17.0
93304,35.34269123700045,-119.02330606399971,Kern,"Midcoast, Central & Inland",2,93.0,92.5,17048,8.0,2.5,15.0,70.5,0.0,19.0,67.0,33.0,2.0,1.0,1.0,2.5,1.0,1.5,5.0,2.0,1.0,0.0,3.0,25.5,18.5,22.5,66.5,2.0,1.0,2.0,5.0,3.5,5.0,6.5,15.0,43.1,2.5,1.0,2.5,0.5,0.0,0.0,0.5,0.0,4.5,3.5,1.5,4.5,0.0,0.0,1.0,0,10.5,1.0,0.0,2.0,0.5,0.0,0.0,0.0,3.5,3.5,1.5,4.0,0.0,0.0,0.0,0.0,9.0,12.0,4.0,3.0,0.0,0.0,0.5,0.0,19.5
93305,35.388500630000465,-118.98440957599968,Kern,"Midcoast, Central & Inland",1,237.0,63.0,12128,10.0,3.0,26.0,61.0,0.0,26.0,58.0,42.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,7.0,32.0,29.0,26.0,87.0,1.0,2.0,3.0,6.0,5.0,9.0,4.0,18.0,67.5,2.4,1.0,2.0,1.0,2.0,0.0,0.0,0.0,6.0,2.0,2.0,5.0,3.0,0.0,2.0,0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,14.0,0.0,0.0,2.0,0.0,28.0,8.0,16.0,0.0,1.0,0.0,0.0,0.0,25.0
93306,35.39005179700047,-118.92959733099968,Kern,"Midcoast, Central & Inland",2,129.5,90.0,28132,7.5,1.0,16.5,74.5,0.5,16.5,71.0,29.0,1.0,1.0,1.0,0.5,2.0,1.5,4.0,0.0,0.5,0.5,1.0,22.5,27.0,21.5,71.0,1.0,0.5,1.5,3.0,7.0,9.0,8.5,24.5,48.1,2.3,2.5,8.0,5.5,0.5,0.0,1.0,0.0,17.5,0.5,1.5,6.5,1.0,0.0,0.5,0,10.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,3.5,6.0,3.5,7.0,0.5,1.5,0.0,0.0,18.5,3.0,2.5,4.5,0.0,0.0,1.0,0.0,11.0
